"id" "sesion" "ansiedad" "expectativa"
288 3 17 2
288 4 17 2
288 5 17 2
288 6 18 2
288 7 18 2
288 8 19 2
288 9 21 2
288 10 17 2
288 11 20 2
288 12 22 2
289 1 20 5
289 2 19 5
289 3 20 5
289 4 19 5
289 5 21 5
289 6 20 5
289 7 20 5
289 8 23 5
289 9 23 5
289 10 23 5
289 11 22 5
289 12 23 5
290 1 18 5
290 2 20 5
290 3 21 5
290 4 20 5
290 5 23 5
290 6 21 5
290 7 22 5
290 8 24 5
290 9 23 5
290 10 24 5
290 11 24 5
290 12 24 5
291 1 22 5
291 2 19 5
291 3 18 5
291 4 16 5
291 5 18 5
291 6 13 5
291 7 15 5
291 8 12 5
291 9 11 5
291 10 10 5
291 11 9 5
291 12 7 5
292 1 18 2
292 2 13 2
292 3 15 2
292 4 11 2
292 5 11 2
292 6 10 2
292 7 7 2
292 8 5 2
292 9 4 2
292 10 NA 2
292 11 NA 2
292 12 NA 2
293 1 20 5
293 2 20 5
293 3 20 5
293 4 21 5
293 5 20 5
293 6 20 5
293 7 22 5
293 8 21 5
293 9 20 5
293 10 21 5
293 11 23 5
293 12 23 5
294 1 16 3
294 2 20 3
294 3 19 3
294 4 20 3
294 5 20 3
294 6 20 3
294 7 23 3
294 8 25 3
294 9 25 3
294 10 26 3
294 11 27 3
294 12 28 3
295 1 23 1
295 2 25 1
295 3 22 1
295 4 22 1
295 5 21 1
295 6 17 1
295 7 17 1
295 8 18 1
295 9 16 1
295 10 15 1
295 11 16 1
295 12 13 1
296 1 23 3
296 2 22 3
296 3 17 3
296 4 20 3
296 5 19 3
296 6 19 3
296 7 17 3
296 8 15 3
296 9 14 3
296 10 12 3
296 11 14 3
296 12 12 3
297 1 25 5
297 2 22 5
297 3 23 5
297 4 19 5
297 5 20 5
297 6 17 5
297 7 16 5
297 8 17 5
297 9 14 5
297 10 14 5
297 11 13 5
297 12 13 5
298 1 18 6
298 2 18 6
298 3 17 6
298 4 15 6
298 5 16 6
298 6 16 6
298 7 15 6
298 8 13 6
298 9 13 6
298 10 11 6
298 11 9 6
298 12 9 6
299 1 18 3
299 2 16 3
299 3 14 3
299 4 12 3
299 5 9 3
299 6 7 3
299 7 5 3
299 8 4 3
299 9 NA 3
299 10 NA 3
299 11 NA 3
299 12 NA 3
300 1 17 2
300 2 18 2
300 3 15 2
300 4 18 2
300 5 17 2
300 6 17 2
300 7 16 2
300 8 16 2
300 9 15 2
300 10 14 2
300 11 14 2
300 12 14 2
301 1 19 4
301 2 13 4
301 3 10 4
301 4 8 4
301 5 NA 4
301 6 NA 4
301 7 NA 4
301 8 NA 4
301 9 NA 4
301 10 NA 4
301 11 NA 4
301 12 NA 4
302 1 19 4
302 2 20 4
302 3 20 4
302 4 21 4
302 5 20 4
302 6 18 4
302 7 23 4
302 8 22 4
302 9 22 4
302 10 22 4
302 11 22 4
302 12 22 4
303 1 21 2
303 2 23 2
303 3 22 2
303 4 23 2
303 5 22 2
303 6 22 2
303 7 25 2
303 8 22 2
303 9 24 2
303 10 26 2
303 11 25 2
303 12 24 2
304 1 21 3
304 2 16 3
304 3 16 3
304 4 16 3
304 5 11 3
304 6 12 3
304 7 8 3
304 8 7 3
304 9 6 3
304 10 4 3
304 11 4 3
304 12 NA 3
305 1 23 5
305 2 17 5
305 3 16 5
305 4 13 5
305 5 10 5
305 6 6 5
305 7 NA 5
305 8 NA 5
305 9 NA 5
305 10 NA 5
305 11 NA 5
305 12 NA 5
306 1 18 4
306 2 19 4
306 3 19 4
306 4 15 4
306 5 15 4
306 6 15 4
306 7 12 4
306 8 12 4
306 9 9 4
306 10 8 4
306 11 6 4
306 12 5 4
307 1 18 5
307 2 18 5
307 3 17 5
307 4 15 5
307 5 15 5
307 6 12 5
307 7 10 5
307 8 10 5
307 9 10 5
307 10 9 5
307 11 7 5
307 12 4 5
308 1 23 5
308 2 21 5
308 3 20 5
308 4 18 5
308 5 20 5
308 6 16 5
308 7 14 5
308 8 16 5
308 9 14 5
308 10 16 5
308 11 12 5
308 12 11 5
309 1 20 5
309 2 20 5
309 3 20 5
309 4 20 5
309 5 21 5
309 6 21 5
309 7 20 5
309 8 21 5
309 9 20 5
309 10 21 5
309 11 19 5
309 12 22 5
310 1 24 8
310 2 22 8
310 3 20 8
310 4 17 8
310 5 14 8
310 6 13 8
310 7 12 8
310 8 12 8
310 9 7 8
310 10 8 8
310 11 6 8
310 12 6 8
311 1 14 3
311 2 15 3
311 3 14 3
311 4 13 3
311 5 15 3
311 6 12 3
311 7 15 3
311 8 12 3
311 9 12 3
311 10 10 3
311 11 11 3
311 12 12 3
312 1 19 5
312 2 18 5
312 3 13 5
312 4 11 5
312 5 9 5
312 6 5 5
312 7 NA 5
312 8 NA 5
312 9 NA 5
312 10 NA 5
312 11 NA 5
312 12 NA 5
313 1 16 6
313 2 16 6
313 3 11 6
313 4 9 6
313 5 7 6
313 6 5 6
313 7 NA 6
313 8 NA 6
313 9 NA 6
313 10 NA 6
313 11 NA 6
313 12 NA 6
314 1 21 5
314 2 18 5
314 3 17 5
314 4 19 5
314 5 16 5
314 6 14 5
314 7 12 5
314 8 11 5
314 9 9 5
314 10 9 5
314 11 10 5
314 12 8 5
315 1 21 6
315 2 17 6
315 3 18 6
315 4 17 6
315 5 15 6
315 6 14 6
315 7 13 6
315 8 13 6
315 9 10 6
315 10 10 6
315 11 9 6
315 12 7 6
316 1 13 6
316 2 12 6
316 3 9 6
316 4 8 6
316 5 6 6
316 6 4 6
316 7 NA 6
316 8 NA 6
316 9 NA 6
316 10 NA 6
316 11 NA 6
316 12 NA 6
317 1 18 2
317 2 16 2
317 3 18 2
317 4 16 2
317 5 16 2
317 6 15 2
317 7 17 2
317 8 15 2
317 9 15 2
317 10 16 2
317 11 17 2
317 12 14 2
318 1 25 1
318 2 22 1
318 3 22 1
318 4 22 1
318 5 21 1
318 6 20 1
318 7 18 1
318 8 19 1
318 9 16 1
318 10 16 1
318 11 14 1
318 12 14 1
319 1 16 5
319 2 17 5
319 3 22 5
319 4 20 5
319 5 22 5
319 6 24 5
319 7 24 5
319 8 28 5
319 9 26 5
319 10 28 5
319 11 29 5
319 12 32 5
320 1 21 4
320 2 19 4
320 3 16 4
320 4 13 4
320 5 11 4
320 6 10 4
320 7 6 4
320 8 6 4
320 9 5 4
320 10 NA 4
320 11 NA 4
320 12 NA 4
321 1 22 1
321 2 22 1
321 3 23 1
321 4 24 1
321 5 23 1
321 6 24 1
321 7 22 1
321 8 23 1
321 9 24 1
321 10 24 1
321 11 21 1
321 12 22 1
322 1 21 5
322 2 20 5
322 3 15 5
322 4 17 5
322 5 14 5
322 6 14 5
322 7 10 5
322 8 10 5
322 9 10 5
322 10 10 5
322 11 8 5
322 12 6 5
323 1 13 0
323 2 12 0
323 3 13 0
323 4 13 0
323 5 12 0
323 6 11 0
323 7 12 0
323 8 13 0
323 9 12 0
323 10 11 0
323 11 13 0
323 12 14 0
324 1 15 2
324 2 15 2
324 3 16 2
324 4 15 2
324 5 15 2
324 6 16 2
324 7 16 2
324 8 19 2
324 9 19 2
324 10 19 2
324 11 19 2
324 12 17 2
325 1 12 7
325 2 9 7
325 3 7 7
325 4 6 7
325 5 NA 7
325 6 NA 7
325 7 NA 7
325 8 NA 7
325 9 NA 7
325 10 NA 7
325 11 NA 7
325 12 NA 7
326 1 21 1
326 2 20 1
326 3 18 1
326 4 18 1
326 5 17 1
326 6 17 1
326 7 17 1
326 8 17 1
326 9 13 1
326 10 14 1
326 11 13 1
326 12 13 1
327 1 19 3
327 2 20 3
327 3 23 3
327 4 22 3
327 5 23 3
327 6 22 3
327 7 23 3
327 8 23 3
327 9 23 3
327 10 25 3
327 11 25 3
327 12 25 3
328 1 14 7
328 2 12 7
328 3 14 7
328 4 12 7
328 5 9 7
328 6 11 7
328 7 9 7
328 8 6 7
328 9 5 7
328 10 4 7
328 11 4 7
328 12 NA 7
329 1 18 2
329 2 20 2
329 3 19 2
329 4 23 2
329 5 23 2
329 6 23 2
329 7 27 2
329 8 26 2
329 9 27 2
329 10 29 2
329 11 29 2
329 12 31 2
330 1 19 4
330 2 18 4
330 3 17 4
330 4 16 4
330 5 13 4
330 6 12 4
330 7 12 4
330 8 10 4
330 9 10 4
330 10 8 4
330 11 7 4
330 12 5 4
331 1 21 8
331 2 22 8
331 3 20 8
331 4 21 8
331 5 18 8
331 6 19 8
331 7 16 8
331 8 15 8
331 9 13 8
331 10 15 8
331 11 14 8
331 12 13 8
332 1 25 6
332 2 23 6
332 3 26 6
332 4 24 6
332 5 22 6
332 6 22 6
332 7 22 6
332 8 22 6
332 9 19 6
332 10 20 6
332 11 20 6
332 12 19 6
333 1 16 5
333 2 15 5
333 3 14 5
333 4 12 5
333 5 11 5
333 6 8 5
333 7 6 5
333 8 5 5
333 9 NA 5
333 10 NA 5
333 11 NA 5
333 12 NA 5
334 1 19 8
334 2 18 8
334 3 14 8
334 4 11 8
334 5 7 8
334 6 6 8
334 7 4 8
334 8 NA 8
334 9 NA 8
334 10 NA 8
334 11 NA 8
334 12 NA 8
335 1 21 6
335 2 18 6
335 3 20 6
335 4 23 6
335 5 20 6
335 6 22 6
335 7 21 6
335 8 24 6
335 9 23 6
335 10 25 6
335 11 24 6
335 12 25 6
336 1 22 3
336 2 20 3
336 3 16 3
336 4 14 3
336 5 9 3
336 6 8 3
336 7 5 3
336 8 NA 3
336 9 NA 3
336 10 NA 3
336 11 NA 3
336 12 NA 3
337 1 22 8
337 2 22 8
337 3 21 8
337 4 17 8
337 5 17 8
337 6 15 8
337 7 13 8
337 8 12 8
337 9 11 8
337 10 11 8
337 11 10 8
337 12 8 8
338 1 20 4
338 2 18 4
338 3 18 4
338 4 13 4
338 5 16 4
338 6 13 4
338 7 13 4
338 8 10 4
338 9 12 4
338 10 9 4
338 11 8 4
338 12 7 4
339 1 24 0
339 2 22 0
339 3 20 0
339 4 20 0
339 5 18 0
339 6 14 0
339 7 11 0
339 8 9 0
339 9 6 0
339 10 NA 0
339 11 NA 0
339 12 NA 0
340 1 21 9
340 2 19 9
340 3 18 9
340 4 13 9
340 5 8 9
340 6 6 9
340 7 NA 9
340 8 NA 9
340 9 NA 9
340 10 NA 9
340 11 NA 9
340 12 NA 9
341 1 20 4
341 2 17 4
341 3 14 4
341 4 12 4
341 5 10 4
341 6 7 4
341 7 6 4
341 8 NA 4
341 9 NA 4
341 10 NA 4
341 11 NA 4
341 12 NA 4
342 1 22 6
342 2 19 6
342 3 17 6
342 4 15 6
342 5 13 6
342 6 9 6
342 7 6 6
342 8 4 6
342 9 NA 6
342 10 NA 6
342 11 NA 6
342 12 NA 6
343 1 22 3
343 2 19 3
343 3 20 3
343 4 14 3
343 5 12 3
343 6 12 3
343 7 11 3
343 8 8 3
343 9 4 3
343 10 5 3
343 11 NA 3
343 12 NA 3
344 1 20 4
344 2 19 4
344 3 16 4
344 4 15 4
344 5 13 4
344 6 11 4
344 7 11 4
344 8 8 4
344 9 6 4
344 10 4 4
344 11 4 4
344 12 NA 4
345 1 20 6
345 2 21 6
345 3 21 6
345 4 20 6
345 5 17 6
345 6 19 6
345 7 18 6
345 8 15 6
345 9 14 6
345 10 13 6
345 11 12 6
345 12 11 6
346 1 19 8
346 2 17 8
346 3 16 8
346 4 15 8
346 5 12 8
346 6 11 8
346 7 10 8
346 8 6 8
346 9 7 8
346 10 5 8
346 11 NA 8
346 12 NA 8
347 1 18 2
347 2 16 2
347 3 14 2
347 4 11 2
347 5 10 2
347 6 5 2
347 7 5 2
347 8 NA 2
347 9 NA 2
347 10 NA 2
347 11 NA 2
347 12 NA 2
348 1 21 10
348 2 17 10
348 3 18 10
348 4 15 10
348 5 11 10
348 6 11 10
348 7 8 10
348 8 7 10
348 9 5 10
348 10 NA 10
348 11 NA 10
348 12 NA 10
349 1 22 6
349 2 23 6
349 3 20 6
349 4 19 6
349 5 18 6
349 6 16 6
349 7 19 6
349 8 15 6
349 9 14 6
349 10 15 6
349 11 14 6
349 12 11 6
350 1 18 6
350 2 18 6
350 3 19 6
350 4 20 6
350 5 18 6
350 6 15 6
350 7 17 6
350 8 17 6
350 9 17 6
350 10 14 6
350 11 15 6
350 12 12 6
351 1 27 2
351 2 26 2
351 3 26 2
351 4 27 2
351 5 27 2
351 6 27 2
351 7 30 2
351 8 28 2
351 9 26 2
351 10 30 2
351 11 29 2
351 12 29 2
352 1 27 1
352 2 26 1
352 3 27 1
352 4 30 1
352 5 29 1
352 6 28 1
352 7 29 1
352 8 30 1
352 9 32 1
352 10 33 1
352 11 32 1
352 12 33 1
353 1 17 3
353 2 17 3
353 3 16 3
353 4 14 3
353 5 14 3
353 6 13 3
353 7 10 3
353 8 11 3
353 9 11 3
353 10 9 3
353 11 6 3
353 12 7 3
354 1 18 6
354 2 18 6
354 3 17 6
354 4 18 6
354 5 18 6
354 6 16 6
354 7 19 6
354 8 19 6
354 9 21 6
354 10 19 6
354 11 19 6
354 12 19 6
355 1 24 4
355 2 23 4
355 3 23 4
355 4 19 4
355 5 21 4
355 6 20 4
355 7 18 4
355 8 16 4
355 9 15 4
355 10 15 4
355 11 12 4
355 12 12 4
356 1 18 2
356 2 17 2
356 3 15 2
356 4 15 2
356 5 15 2
356 6 15 2
356 7 13 2
356 8 13 2
356 9 12 2
356 10 8 2
356 11 10 2
356 12 9 2
357 1 21 8
357 2 20 8
357 3 18 8
357 4 19 8
357 5 17 8
357 6 20 8
357 7 19 8
357 8 19 8
357 9 18 8
357 10 20 8
357 11 18 8
357 12 17 8
358 1 20 4
358 2 19 4
358 3 19 4
358 4 17 4
358 5 16 4
358 6 15 4
358 7 13 4
358 8 11 4
358 9 10 4
358 10 10 4
358 11 7 4
358 12 7 4
359 1 19 5
359 2 20 5
359 3 19 5
359 4 18 5
359 5 17 5
359 6 17 5
359 7 15 5
359 8 15 5
359 9 15 5
359 10 13 5
359 11 12 5
359 12 11 5
360 1 17 7
360 2 16 7
360 3 17 7
360 4 17 7
360 5 14 7
360 6 15 7
360 7 14 7
360 8 14 7
360 9 11 7
360 10 13 7
360 11 12 7
360 12 14 7
361 1 21 4
361 2 19 4
361 3 19 4
361 4 18 4
361 5 19 4
361 6 17 4
361 7 16 4
361 8 16 4
361 9 17 4
361 10 16 4
361 11 14 4
361 12 14 4
362 1 20 3
362 2 16 3
362 3 16 3
362 4 13 3
362 5 12 3
362 6 9 3
362 7 9 3
362 8 7 3
362 9 6 3
362 10 4 3
362 11 NA 3
362 12 NA 3
363 1 18 6
363 2 18 6
363 3 17 6
363 4 12 6
363 5 12 6
363 6 8 6
363 7 7 6
363 8 4 6
363 9 5 6
363 10 NA 6
363 11 NA 6
363 12 NA 6
364 1 14 7
364 2 9 7
364 3 8 7
364 4 5 7
364 5 NA 7
364 6 NA 7
364 7 NA 7
364 8 NA 7
364 9 NA 7
364 10 NA 7
364 11 NA 7
364 12 NA 7
365 1 11 9
365 2 8 9
365 3 6 9
365 4 NA 9
365 5 NA 9
365 6 NA 9
365 7 NA 9
365 8 NA 9
365 9 NA 9
365 10 NA 9
365 11 NA 9
365 12 NA 9
366 1 23 7
366 2 21 7
366 3 21 7
366 4 21 7
366 5 19 7
366 6 16 7
366 7 15 7
366 8 14 7
366 9 14 7
366 10 12 7
366 11 11 7
366 12 10 7
367 1 23 2
367 2 20 2
367 3 20 2
367 4 19 2
367 5 16 2
367 6 16 2
367 7 15 2
367 8 15 2
367 9 12 2
367 10 13 2
367 11 11 2
367 12 11 2
368 1 17 8
368 2 16 8
368 3 14 8
368 4 16 8
368 5 14 8
368 6 14 8
368 7 13 8
368 8 13 8
368 9 11 8
368 10 13 8
368 11 13 8
368 12 11 8
369 1 13 5
369 2 15 5
369 3 14 5
369 4 15 5
369 5 15 5
369 6 14 5
369 7 15 5
369 8 16 5
369 9 14 5
369 10 14 5
369 11 15 5
369 12 15 5
370 1 21 4
370 2 19 4
370 3 15 4
370 4 16 4
370 5 15 4
370 6 14 4
370 7 13 4
370 8 11 4
370 9 11 4
370 10 10 4
370 11 7 4
370 12 7 4
371 1 20 0
371 2 19 0
371 3 19 0
371 4 15 0
371 5 13 0
371 6 12 0
371 7 13 0
371 8 9 0
371 9 7 0
371 10 6 0
371 11 5 0
371 12 NA 0
372 1 24 1
372 2 24 1
372 3 22 1
372 4 22 1
372 5 20 1
372 6 19 1
372 7 18 1
372 8 20 1
372 9 17 1
372 10 16 1
372 11 17 1
372 12 15 1
373 1 21 2
373 2 19 2
373 3 16 2
373 4 15 2
373 5 13 2
373 6 10 2
373 7 10 2
373 8 10 2
373 9 7 2
373 10 7 2
373 11 5 2
373 12 NA 2
374 1 18 6
374 2 14 6
374 3 15 6
374 4 12 6
374 5 11 6
374 6 9 6
374 7 9 6
374 8 5 6
374 9 NA 6
374 10 NA 6
374 11 NA 6
374 12 NA 6
375 1 24 5
375 2 27 5
375 3 27 5
375 4 28 5
375 5 30 5
375 6 31 5
375 7 28 5
375 8 31 5
375 9 31 5
375 10 30 5
375 11 32 5
375 12 33 5
376 1 14 7
376 2 14 7
376 3 13 7
376 4 12 7
376 5 9 7
376 6 9 7
376 7 9 7
376 8 10 7
376 9 8 7
376 10 4 7
376 11 7 7
376 12 5 7
377 1 17 3
377 2 17 3
377 3 15 3
377 4 15 3
377 5 14 3
377 6 12 3
377 7 14 3
377 8 12 3
377 9 13 3
377 10 14 3
377 11 13 3
377 12 12 3
378 1 21 3
378 2 22 3
378 3 20 3
378 4 19 3
378 5 17 3
378 6 15 3
378 7 14 3
378 8 11 3
378 9 13 3
378 10 11 3
378 11 10 3
378 12 10 3
379 1 19 3
379 2 17 3
379 3 16 3
379 4 16 3
379 5 11 3
379 6 13 3
379 7 10 3
379 8 9 3
379 9 8 3
379 10 7 3
379 11 6 3
379 12 4 3
380 1 19 6
380 2 17 6
380 3 15 6
380 4 12 6
380 5 10 6
380 6 9 6
380 7 7 6
380 8 6 6
380 9 5 6
380 10 NA 6
380 11 NA 6
380 12 NA 6
381 1 21 0
381 2 23 0
381 3 24 0
381 4 22 0
381 5 24 0
381 6 24 0
381 7 22 0
381 8 23 0
381 9 24 0
381 10 23 0
381 11 22 0
381 12 23 0
382 1 19 5
382 2 20 5
382 3 21 5
382 4 21 5
382 5 20 5
382 6 20 5
382 7 20 5
382 8 21 5
382 9 22 5
382 10 21 5
382 11 22 5
382 12 24 5
383 1 22 2
383 2 18 2
383 3 19 2
383 4 13 2
383 5 14 2
383 6 11 2
383 7 10 2
383 8 9 2
383 9 5 2
383 10 4 2
383 11 4 2
383 12 NA 2
384 1 20 8
384 2 17 8
384 3 14 8
384 4 14 8
384 5 12 8
384 6 10 8
384 7 7 8
384 8 5 8
384 9 4 8
384 10 NA 8
384 11 NA 8
384 12 NA 8
385 1 15 3
385 2 12 3
385 3 10 3
385 4 9 3
385 5 6 3
385 6 4 3
385 7 NA 3
385 8 NA 3
385 9 NA 3
385 10 NA 3
385 11 NA 3
385 12 NA 3
386 1 23 0
386 2 22 0
386 3 24 0
386 4 25 0
386 5 26 0
386 6 25 0
386 7 27 0
386 8 28 0
386 9 27 0
386 10 29 0
386 11 30 0
386 12 29 0
387 1 26 2
387 2 24 2
387 3 21 2
387 4 22 2
387 5 20 2
387 6 21 2
387 7 20 2
387 8 17 2
387 9 17 2
387 10 17 2
387 11 17 2
387 12 15 2
388 1 18 3
388 2 18 3
388 3 13 3
388 4 12 3
388 5 13 3
388 6 10 3
388 7 10 3
388 8 9 3
388 9 7 3
388 10 7 3
388 11 5 3
388 12 6 3
389 1 19 4
389 2 19 4
389 3 20 4
389 4 21 4
389 5 22 4
389 6 24 4
389 7 21 4
389 8 23 4
389 9 24 4
389 10 23 4
389 11 24 4
389 12 25 4
390 1 21 4
390 2 17 4
390 3 21 4
390 4 17 4
390 5 18 4
390 6 16 4
390 7 15 4
390 8 16 4
390 9 16 4
390 10 16 4
390 11 16 4
390 12 16 4
391 1 18 5
391 2 16 5
391 3 17 5
391 4 13 5
391 5 13 5
391 6 12 5
391 7 13 5
391 8 10 5
391 9 9 5
391 10 9 5
391 11 8 5
391 12 6 5
392 1 17 4
392 2 21 4
392 3 22 4
392 4 23 4
392 5 25 4
392 6 21 4
392 7 26 4
392 8 27 4
392 9 28 4
392 10 30 4
392 11 28 4
392 12 31 4
393 1 23 6
393 2 24 6
393 3 22 6
393 4 20 6
393 5 19 6
393 6 15 6
393 7 13 6
393 8 13 6
393 9 11 6
393 10 9 6
393 11 6 6
393 12 4 6
394 1 21 4
394 2 19 4
394 3 19 4
394 4 19 4
394 5 18 4
394 6 15 4
394 7 15 4
394 8 13 4
394 9 13 4
394 10 12 4
394 11 10 4
394 12 9 4
395 1 17 3
395 2 17 3
395 3 18 3
395 4 17 3
395 5 19 3
395 6 17 3
395 7 18 3
395 8 19 3
395 9 19 3
395 10 20 3
395 11 21 3
395 12 19 3
396 1 17 4
396 2 15 4
396 3 13 4
396 4 14 4
396 5 14 4
396 6 13 4
396 7 12 4
396 8 14 4
396 9 11 4
396 10 10 4
396 11 11 4
396 12 9 4
397 1 21 2
397 2 21 2
397 3 21 2
397 4 22 2
397 5 22 2
397 6 22 2
397 7 23 2
397 8 21 2
397 9 18 2
397 10 21 2
397 11 20 2
397 12 22 2
398 1 23 6
398 2 23 6
398 3 22 6
398 4 20 6
398 5 16 6
398 6 17 6
398 7 17 6
398 8 14 6
398 9 15 6
398 10 14 6
398 11 10 6
398 12 8 6
399 1 20 7
399 2 20 7
399 3 21 7
399 4 21 7
399 5 19 7
399 6 20 7
399 7 20 7
399 8 21 7
399 9 22 7
399 10 19 7
399 11 22 7
399 12 21 7
400 1 12 5
400 2 10 5
400 3 11 5
400 4 9 5
400 5 6 5
400 6 9 5
400 7 8 5
400 8 5 5
400 9 5 5
400 10 NA 5
400 11 NA 5
400 12 NA 5
401 1 15 2
401 2 18 2
401 3 19 2
401 4 18 2
401 5 18 2
401 6 19 2
401 7 20 2
401 8 20 2
401 9 20 2
401 10 20 2
401 11 21 2
401 12 22 2
402 1 16 0
402 2 15 0
402 3 16 0
402 4 14 0
402 5 15 0
402 6 13 0
402 7 11 0
402 8 13 0
402 9 13 0
402 10 11 0
402 11 11 0
402 12 12 0
403 1 16 7
403 2 17 7
403 3 17 7
403 4 19 7
403 5 19 7
403 6 21 7
403 7 21 7
403 8 21 7
403 9 19 7
403 10 21 7
403 11 21 7
403 12 21 7
404 1 20 6
404 2 19 6
404 3 17 6
404 4 18 6
404 5 17 6
404 6 16 6
404 7 14 6
404 8 15 6
404 9 15 6
404 10 13 6
404 11 14 6
404 12 12 6
405 1 29 3
405 2 27 3
405 3 22 3
405 4 17 3
405 5 15 3
405 6 10 3
405 7 8 3
405 8 5 3
405 9 NA 3
405 10 NA 3
405 11 NA 3
405 12 NA 3
406 1 17 1
406 2 18 1
406 3 18 1
406 4 18 1
406 5 17 1
406 6 17 1
406 7 17 1
406 8 19 1
406 9 17 1
406 10 17 1
406 11 17 1
406 12 16 1
407 1 17 1
407 2 18 1
407 3 17 1
407 4 17 1
407 5 14 1
407 6 17 1
407 7 17 1
407 8 15 1
407 9 15 1
407 10 13 1
407 11 15 1
407 12 15 1
408 1 17 3
408 2 14 3
408 3 13 3
408 4 13 3
408 5 11 3
408 6 11 3
408 7 8 3
408 8 5 3
408 9 6 3
408 10 4 3
408 11 NA 3
408 12 NA 3
409 1 20 0
409 2 20 0
409 3 18 0
409 4 15 0
409 5 14 0
409 6 13 0
409 7 9 0
409 8 12 0
409 9 5 0
409 10 4 0
409 11 NA 0
409 12 NA 0
410 1 21 4
410 2 23 4
410 3 23 4
410 4 21 4
410 5 21 4
410 6 22 4
410 7 22 4
410 8 22 4
410 9 21 4
410 10 21 4
410 11 22 4
410 12 22 4
411 1 19 4
411 2 17 4
411 3 18 4
411 4 15 4
411 5 12 4
411 6 14 4
411 7 12 4
411 8 11 4
411 9 10 4
411 10 9 4
411 11 5 4
411 12 7 4
412 1 19 3
412 2 17 3
412 3 19 3
412 4 19 3
412 5 18 3
412 6 19 3
412 7 18 3
412 8 20 3
412 9 19 3
412 10 18 3
412 11 17 3
412 12 19 3
413 1 23 1
413 2 21 1
413 3 21 1
413 4 22 1
413 5 23 1
413 6 22 1
413 7 21 1
413 8 21 1
413 9 20 1
413 10 22 1
413 11 22 1
413 12 22 1
414 1 19 7
414 2 16 7
414 3 13 7
414 4 9 7
414 5 7 7
414 6 6 7
414 7 NA 7
414 8 NA 7
414 9 NA 7
414 10 NA 7
414 11 NA 7
414 12 NA 7
415 1 18 0
415 2 20 0
415 3 22 0
415 4 24 0
415 5 29 0
415 6 30 0
415 7 30 0
415 8 33 0
415 9 36 0
415 10 38 0
415 11 41 0
415 12 42 0
416 1 14 10
416 2 14 10
416 3 12 10
416 4 11 10
416 5 7 10
416 6 8 10
416 7 5 10
416 8 NA 10
416 9 NA 10
416 10 NA 10
416 11 NA 10
416 12 NA 10
417 1 24 4
417 2 23 4
417 3 22 4
417 4 20 4
417 5 19 4
417 6 18 4
417 7 17 4
417 8 16 4
417 9 15 4
417 10 12 4
417 11 12 4
417 12 10 4
418 1 17 6
418 2 17 6
418 3 16 6
418 4 17 6
418 5 16 6
418 6 15 6
418 7 15 6
418 8 11 6
418 9 11 6
418 10 9 6
418 11 10 6
418 12 9 6
419 1 27 0
419 2 27 0
419 3 27 0
419 4 24 0
419 5 25 0
419 6 24 0
419 7 27 0
419 8 25 0
419 9 25 0
419 10 24 0
419 11 25 0
419 12 24 0
420 1 25 8
420 2 25 8
420 3 22 8
420 4 23 8
420 5 22 8
420 6 21 8
420 7 22 8
420 8 20 8
420 9 20 8
420 10 18 8
420 11 17 8
420 12 17 8
421 1 22 3
421 2 23 3
421 3 24 3
421 4 23 3
421 5 23 3
421 6 27 3
421 7 26 3
421 8 26 3
421 9 26 3
421 10 25 3
421 11 27 3
421 12 29 3
422 1 18 0
422 2 20 0
422 3 22 0
422 4 22 0
422 5 22 0
422 6 24 0
422 7 25 0
422 8 26 0
422 9 28 0
422 10 28 0
422 11 30 0
422 12 32 0
423 1 18 3
423 2 17 3
423 3 15 3
423 4 15 3
423 5 13 3
423 6 13 3
423 7 11 3
423 8 13 3
423 9 11 3
423 10 10 3
423 11 12 3
423 12 9 3
424 1 19 0
424 2 20 0
424 3 16 0
424 4 16 0
424 5 16 0
424 6 15 0
424 7 14 0
424 8 15 0
424 9 15 0
424 10 14 0
424 11 13 0
424 12 12 0
425 1 16 8
425 2 18 8
425 3 16 8
425 4 18 8
425 5 16 8
425 6 15 8
425 7 15 8
425 8 15 8
425 9 14 8
425 10 16 8
425 11 15 8
425 12 16 8
426 1 18 3
426 2 19 3
426 3 19 3
426 4 19 3
426 5 19 3
426 6 17 3
426 7 16 3
426 8 14 3
426 9 15 3
426 10 15 3
426 11 16 3
426 12 16 3
427 1 19 6
427 2 17 6
427 3 15 6
427 4 15 6
427 5 14 6
427 6 13 6
427 7 12 6
427 8 10 6
427 9 8 6
427 10 9 6
427 11 7 6
427 12 6 6
428 1 25 3
428 2 24 3
428 3 24 3
428 4 20 3
428 5 21 3
428 6 19 3
428 7 19 3
428 8 16 3
428 9 15 3
428 10 15 3
428 11 14 3
428 12 12 3
429 1 13 3
429 2 16 3
429 3 17 3
429 4 17 3
429 5 18 3
429 6 17 3
429 7 21 3
429 8 21 3
429 9 20 3
429 10 21 3
429 11 22 3
429 12 23 3
